metric,coverage,quantity,point_estimate,ci_low,ci_high,n_bootstrap
cct_weighted_std,0.7,mae,0.036805644892056795,0.035985762718007776,0.037701097564187026,200
cct_weighted_std,0.7,rmse,0.09336578749599773,0.09082869680648714,0.09585920491475793,200
cct_weighted_std,0.5,mae,0.0342266841584527,0.03321055324796086,0.035274315191883246,200
cct_weighted_std,0.5,rmse,0.09074014371459445,0.08813035716285668,0.09381982812335819,200
cct_distance_correlation_abs,,nAURC(MAE),1.1331259680416923,1.1268844750460352,1.1383422881186704,200
cct_distance_correlation_abs,1.0,mae,0.04835926658854058,0.04733961980678764,0.0493433169469015,200
cct_distance_correlation_abs,1.0,rmse,0.11055099414614478,0.1081023052237082,0.11280683961071247,200
cct_distance_correlation_abs,0.95,mae,0.0504192195639873,0.04935701653617144,0.05142993905756197,200
cct_distance_correlation_abs,0.95,rmse,0.11302136525928075,0.110516570696396,0.11534676891069905,200
cct_distance_correlation_abs,0.9,mae,0.05250358500864921,0.051385209178306517,0.053566867296381174,200
cct_distance_correlation_abs,0.9,rmse,0.11562547411370523,0.11300745016614422,0.11791534622700432,200
cct_distance_correlation_abs,0.8,mae,0.055320359413817216,0.054189900442035754,0.05645197159750222,200
cct_distance_correlation_abs,0.8,rmse,0.11949839372996443,0.11675510791480256,0.12198030342172703,200
cct_distance_correlation_abs,0.7,mae,0.056580394217915435,0.05544499390604401,0.05773959223914496,200
cct_distance_correlation_abs,0.7,rmse,0.12136119485257463,0.11856658999702148,0.1241522817723415,200
cct_distance_correlation_abs,0.5,mae,0.05708918123843421,0.05582380203935855,0.058456994676837064,200
cct_distance_correlation_abs,0.5,rmse,0.12286902011309497,0.11978594210632564,0.12571136996086094,200
distance_min,,nAURC(MAE),0.8353148435722578,0.8254575390680818,0.8433368926503444,200
distance_min,1.0,mae,0.048627571427021996,0.047615151524072544,0.04958072982083308,200
distance_min,1.0,rmse,0.11107884072436089,0.10869699125178323,0.11329803048108125,200
distance_min,0.95,mae,0.0473320027062051,0.04633886349240417,0.04842344051604415,200
distance_min,0.95,rmse,0.10868864965820388,0.10611455307134064,0.11082906656321014,200
distance_min,0.9,mae,0.046018692793301626,0.04500193971836492,0.047091117944108675,200
distance_min,0.9,rmse,0.10627269583385555,0.10398507634504942,0.10830628162292517,200
