dataset,n_total,n_covered,n_ranked,n_true_gen_not_a_candidate,n_correct_top1,gen_top1,gen_top3,mean_candidate_gens,location_coverage_rate,candidate_set_recall,joint_rate_within_covered,success_rate_all_records
bus39,1044797,1044793,1044388,405,997707,0.9553030099924549,0.9995997656043539,1.2545872723113574,0.9999961715050867,0.9996123634059569,0.9549326995873824,0.9549290436323994
eles/2026-06,322823,237168,205433,31735,167970,0.8176388408872965,0.991281829112168,1.782723638939486,0.7346688432980302,0.8661918977265061,0.7082321392430682,0.5203160865241944
