group,n_states,span_days,bursts_6h,bursts_12h,bursts_24h,bursts_48h,bursts_72h
786,1,0.0,1,1,1,1,1
785,1,0.0,1,1,1,1,1
783,1,0.0,1,1,1,1,1
722,1,0.0,1,1,1,1,1
753,1,0.0,1,1,1,1,1
763,1,0.0,1,1,1,1,1
497,1,0.0,1,1,1,1,1
496,1,0.0,1,1,1,1,1
495,1,0.0,1,1,1,1,1
494,1,0.0,1,1,1,1,1
493,1,0.0,1,1,1,1,1
492,1,0.0,1,1,1,1,1
526,1,0.0,1,1,1,1,1
525,1,0.0,1,1,1,1,1
650,1,0.0,1,1,1,1,1
55,1,0.0,1,1,1,1,1
54,1,0.0,1,1,1,1,1
456,1,0.0,1,1,1,1,1
453,1,0.0,1,1,1,1,1
452,1,0.0,1,1,1,1,1
451,1,0.0,1,1,1,1,1
448,1,0.0,1,1,1,1,1
447,1,0.0,1,1,1,1,1
479,1,0.0,1,1,1,1,1
528,1,0.0,1,1,1,1,1
523,1,0.0,1,1,1,1,1
520,1,0.0,1,1,1,1,1
518,1,0.0,1,1,1,1,1
512,1,0.0,1,1,1,1,1
511,1,0.0,1,1,1,1,1
510,1,0.0,1,1,1,1,1
509,1,0.0,1,1,1,1,1
498,1,0.0,1,1,1,1,1
540,1,0.0,1,1,1,1,1
537,1,0.0,1,1,1,1,1
536,1,0.0,1,1,1,1,1
535,1,0.0,1,1,1,1,1
508,1,0.0,1,1,1,1,1
505,1,0.0,1,1,1,1,1
503,1,0.0,1,1,1,1,1
502,1,0.0,1,1,1,1,1
541,1,0.0,1,1,1,1,1
1780,1,0.0,1,1,1,1,1
1779,1,0.0,1,1,1,1,1
1778,1,0.0,1,1,1,1,1
1758,1,0.0,1,1,1,1,1
1757,1,0.0,1,1,1,1,1
7,1,0.0,1,1,1,1,1
6,1,0.0,1,1,1,1,1
1723,1,0.0,1,1,1,1,1
445,1,0.0,1,1,1,1,1
1749,1,0.0,1,1,1,1,1
1750,1,0.0,1,1,1,1,1
1751,1,0.0,1,1,1,1,1
1752,1,0.0,1,1,1,1,1
3,1,0.0,1,1,1,1,1
2,1,0.0,1,1,1,1,1
1784,1,0.0,1,1,1,1,1
5,1,0.0,1,1,1,1,1
1745,1,0.0,1,1,1,1,1
475,1,0.0,1,1,1,1,1
469,1,0.0,1,1,1,1,1
464,1,0.0,1,1,1,1,1
463,1,0.0,1,1,1,1,1
462,1,0.0,1,1,1,1,1
458,1,0.0,1,1,1,1,1
490,1,0.0,1,1,1,1,1
489,1,0.0,1,1,1,1,1
1781,1,0.0,1,1,1,1,1
486,1,0.0,1,1,1,1,1
485,1,0.0,1,1,1,1,1
483,1,0.0,1,1,1,1,1
482,1,0.0,1,1,1,1,1
1739,1,0.0,1,1,1,1,1
1721,1,0.0,1,1,1,1,1
4,1,0.0,1,1,1,1,1
1783,1,0.0,1,1,1,1,1
1782,1,0.0,1,1,1,1,1
488,1,0.0,1,1,1,1,1
598,1,0.0,1,1,1,1,1
597,1,0.0,1,1,1,1,1
595,1,0.0,1,1,1,1,1
594,1,0.0,1,1,1,1,1
622,1,0.0,1,1,1,1,1
620,1,0.0,1,1,1,1,1
588,1,0.0,1,1,1,1,1
587,1,0.0,1,1,1,1,1
60,1,0.0,1,1,1,1,1
585,1,0.0,1,1,1,1,1
583,1,0.0,1,1,1,1,1
582,1,0.0,1,1,1,1,1
581,1,0.0,1,1,1,1,1
580,1,0.0,1,1,1,1,1
578,1,0.0,1,1,1,1,1
577,1,0.0,1,1,1,1,1
607,1,0.0,1,1,1,1,1
586,1,0.0,1,1,1,1,1
649,1,0.0,1,1,1,1,1
648,1,0.0,1,1,1,1,1
647,1,0.0,1,1,1,1,1
619,1,0.0,1,1,1,1,1
618,1,0.0,1,1,1,1,1
616,1,0.0,1,1,1,1,1
615,1,0.0,1,1,1,1,1
613,1,0.0,1,1,1,1,1
599,1,0.0,1,1,1,1,1
610,1,0.0,1,1,1,1,1
609,1,0.0,1,1,1,1,1
640,1,0.0,1,1,1,1,1
639,1,0.0,1,1,1,1,1
637,1,0.0,1,1,1,1,1
636,1,0.0,1,1,1,1,1
635,1,0.0,1,1,1,1,1
604,1,0.0,1,1,1,1,1
601,1,0.0,1,1,1,1,1
611,1,0.0,1,1,1,1,1
549,1,0.0,1,1,1,1,1
548,1,0.0,1,1,1,1,1
547,1,0.0,1,1,1,1,1
546,1,0.0,1,1,1,1,1
544,1,0.0,1,1,1,1,1
543,1,0.0,1,1,1,1,1
576,1,0.0,1,1,1,1,1
534,1,0.0,1,1,1,1,1
606,1,0.0,1,1,1,1,1
531,1,0.0,1,1,1,1,1
424,1,0.0,1,1,1,1,1
423,1,0.0,1,1,1,1,1
422,1,0.0,1,1,1,1,1
421,1,0.0,1,1,1,1,1
439,1,0.0,1,1,1,1,1
436,1,0.0,1,1,1,1,1
63,1,0.0,1,1,1,1,1
532,1,0.0,1,1,1,1,1
605,1,0.0,1,1,1,1,1
575,1,0.0,1,1,1,1,1
574,1,0.0,1,1,1,1,1
571,1,0.0,1,1,1,1,1
570,1,0.0,1,1,1,1,1
567,1,0.0,1,1,1,1,1
566,1,0.0,1,1,1,1,1
564,1,0.0,1,1,1,1,1
550,1,0.0,1,1,1,1,1
592,1,0.0,1,1,1,1,1
591,1,0.0,1,1,1,1,1
590,1,0.0,1,1,1,1,1
589,1,0.0,1,1,1,1,1
527,1,0.0,1,1,1,1,1
556,1,0.0,1,1,1,1,1
555,1,0.0,1,1,1,1,1
552,1,0.0,1,1,1,1,1
551,1,0.0,1,1,1,1,1
560,1,0.0,1,1,1,1,1
1090,1,0.0,1,1,1,1,1
1089,1,0.0,1,1,1,1,1
1087,1,0.0,1,1,1,1,1
1084,1,0.0,1,1,1,1,1
1058,1,0.0,1,1,1,1,1
1054,1,0.0,1,1,1,1,1
1053,1,0.0,1,1,1,1,1
1052,1,0.0,1,1,1,1,1
847,1,0.0,1,1,1,1,1
1049,1,0.0,1,1,1,1,1
1048,1,0.0,1,1,1,1,1
1047,1,0.0,1,1,1,1,1
1078,1,0.0,1,1,1,1,1
1077,1,0.0,1,1,1,1,1
1076,1,0.0,1,1,1,1,1
1072,1,0.0,1,1,1,1,1
1071,1,0.0,1,1,1,1,1
1050,1,0.0,1,1,1,1,1
270,1,0.0,1,1,1,1,1
301,1,0.0,1,1,1,1,1
300,1,0.0,1,1,1,1,1
298,1,0.0,1,1,1,1,1
296,1,0.0,1,1,1,1,1
293,1,0.0,1,1,1,1,1
292,1,0.0,1,1,1,1,1
1081,1,0.0,1,1,1,1,1
1091,1,0.0,1,1,1,1,1
1069,1,0.0,1,1,1,1,1
1066,1,0.0,1,1,1,1,1
1065,1,0.0,1,1,1,1,1
1064,1,0.0,1,1,1,1,1
1063,1,0.0,1,1,1,1,1
1094,1,0.0,1,1,1,1,1
1093,1,0.0,1,1,1,1,1
1092,1,0.0,1,1,1,1,1
1080,1,0.0,1,1,1,1,1
1023,1,0.0,1,1,1,1,1
1022,1,0.0,1,1,1,1,1
319,1,0.0,1,1,1,1,1
318,1,0.0,1,1,1,1,1
314,1,0.0,1,1,1,1,1
313,1,0.0,1,1,1,1,1
312,1,0.0,1,1,1,1,1
311,1,0.0,1,1,1,1,1
308,1,0.0,1,1,1,1,1
1004,1,0.0,1,1,1,1,1
306,1,0.0,1,1,1,1,1
305,1,0.0,1,1,1,1,1
336,1,0.0,1,1,1,1,1
331,1,0.0,1,1,1,1,1
328,1,0.0,1,1,1,1,1
326,1,0.0,1,1,1,1,1
325,1,0.0,1,1,1,1,1
310,1,0.0,1,1,1,1,1
307,1,0.0,1,1,1,1,1
1017,1,0.0,1,1,1,1,1
1046,1,0.0,1,1,1,1,1
1044,1,0.0,1,1,1,1,1
1043,1,0.0,1,1,1,1,1
1042,1,0.0,1,1,1,1,1
1041,1,0.0,1,1,1,1,1
1036,1,0.0,1,1,1,1,1
1024,1,0.0,1,1,1,1,1
1034,1,0.0,1,1,1,1,1
1033,1,0.0,1,1,1,1,1
1032,1,0.0,1,1,1,1,1
1061,1,0.0,1,1,1,1,1
1060,1,0.0,1,1,1,1,1
1030,1,0.0,1,1,1,1,1
1028,1,0.0,1,1,1,1,1
1026,1,0.0,1,1,1,1,1
1025,1,0.0,1,1,1,1,1
1035,1,0.0,1,1,1,1,1
1147,1,0.0,1,1,1,1,1
257,1,0.0,1,1,1,1,1
256,1,0.0,1,1,1,1,1
255,1,0.0,1,1,1,1,1
254,1,0.0,1,1,1,1,1
282,1,0.0,1,1,1,1,1
281,1,0.0,1,1,1,1,1
280,1,0.0,1,1,1,1,1
271,1,0.0,1,1,1,1,1
278,1,0.0,1,1,1,1,1
275,1,0.0,1,1,1,1,1
1145,1,0.0,1,1,1,1,1
1144,1,0.0,1,1,1,1,1
1138,1,0.0,1,1,1,1,1
1136,1,0.0,1,1,1,1,1
1135,1,0.0,1,1,1,1,1
1133,1,0.0,1,1,1,1,1
279,1,0.0,1,1,1,1,1
1205,1,0.0,1,1,1,1,1
1203,1,0.0,1,1,1,1,1
1202,1,0.0,1,1,1,1,1
1201,1,0.0,1,1,1,1,1
1200,1,0.0,1,1,1,1,1
1199,1,0.0,1,1,1,1,1
1143,1,0.0,1,1,1,1,1
1173,1,0.0,1,1,1,1,1
1186,1,0.0,1,1,1,1,1
1168,1,0.0,1,1,1,1,1
1167,1,0.0,1,1,1,1,1
1165,1,0.0,1,1,1,1,1
1163,1,0.0,1,1,1,1,1
1162,1,0.0,1,1,1,1,1
1161,1,0.0,1,1,1,1,1
1159,1,0.0,1,1,1,1,1
1188,1,0.0,1,1,1,1,1
1171,1,0.0,1,1,1,1,1
1139,1,0.0,1,1,1,1,1
1079,1,0.0,1,1,1,1,1
1109,1,0.0,1,1,1,1,1
1108,1,0.0,1,1,1,1,1
1107,1,0.0,1,1,1,1,1
1742,1,0.0,1,1,1,1,1
1105,1,0.0,1,1,1,1,1
1101,1,0.0,1,1,1,1,1
1132,1,0.0,1,1,1,1,1
1099,1,0.0,1,1,1,1,1
1098,1,0.0,1,1,1,1,1
1097,1,0.0,1,1,1,1,1
1096,1,0.0,1,1,1,1,1
1095,1,0.0,1,1,1,1,1
1125,1,0.0,1,1,1,1,1
1083,1,0.0,1,1,1,1,1
272,1,0.0,1,1,1,1,1
1100,1,0.0,1,1,1,1,1
1130,1,0.0,1,1,1,1,1
1129,1,0.0,1,1,1,1,1
1128,1,0.0,1,1,1,1,1
1157,1,0.0,1,1,1,1,1
1155,1,0.0,1,1,1,1,1
1154,1,0.0,1,1,1,1,1
1152,1,0.0,1,1,1,1,1
1151,1,0.0,1,1,1,1,1
1111,1,0.0,1,1,1,1,1
1123,1,0.0,1,1,1,1,1
1121,1,0.0,1,1,1,1,1
1120,1,0.0,1,1,1,1,1
1119,1,0.0,1,1,1,1,1
1118,1,0.0,1,1,1,1,1
1117,1,0.0,1,1,1,1,1
1114,1,0.0,1,1,1,1,1
1113,1,0.0,1,1,1,1,1
1112,1,0.0,1,1,1,1,1
1124,1,0.0,1,1,1,1,1
915,1,0.0,1,1,1,1,1
910,1,0.0,1,1,1,1,1
909,1,0.0,1,1,1,1,1
881,1,0.0,1,1,1,1,1
880,1,0.0,1,1,1,1,1
879,1,0.0,1,1,1,1,1
878,1,0.0,1,1,1,1,1
877,1,0.0,1,1,1,1,1
1000,1,0.0,1,1,1,1,1
875,1,0.0,1,1,1,1,1
874,1,0.0,1,1,1,1,1
873,1,0.0,1,1,1,1,1
872,1,0.0,1,1,1,1,1
870,1,0.0,1,1,1,1,1
869,1,0.0,1,1,1,1,1
902,1,0.0,1,1,1,1,1
899,1,0.0,1,1,1,1,1
876,1,0.0,1,1,1,1,1
361,1,0.0,1,1,1,1,1
360,1,0.0,1,1,1,1,1
359,1,0.0,1,1,1,1,1
358,1,0.0,1,1,1,1,1
906,1,0.0,1,1,1,1,1
905,1,0.0,1,1,1,1,1
904,1,0.0,1,1,1,1,1
896,1,0.0,1,1,1,1,1
917,1,0.0,1,1,1,1,1
894,1,0.0,1,1,1,1,1
893,1,0.0,1,1,1,1,1
891,1,0.0,1,1,1,1,1
890,1,0.0,1,1,1,1,1
889,1,0.0,1,1,1,1,1
888,1,0.0,1,1,1,1,1
887,1,0.0,1,1,1,1,1
886,1,0.0,1,1,1,1,1
895,1,0.0,1,1,1,1,1
862,1,0.0,1,1,1,1,1
861,1,0.0,1,1,1,1,1
860,1,0.0,1,1,1,1,1
859,1,0.0,1,1,1,1,1
858,1,0.0,1,1,1,1,1
857,1,0.0,1,1,1,1,1
355,1,0.0,1,1,1,1,1
828,1,0.0,1,1,1,1,1
898,1,0.0,1,1,1,1,1
826,1,0.0,1,1,1,1,1
825,1,0.0,1,1,1,1,1
824,1,0.0,1,1,1,1,1
822,1,0.0,1,1,1,1,1
820,1,0.0,1,1,1,1,1
852,1,0.0,1,1,1,1,1
849,1,0.0,1,1,1,1,1
848,1,0.0,1,1,1,1,1
827,1,0.0,1,1,1,1,1
897,1,0.0,1,1,1,1,1
386,1,0.0,1,1,1,1,1
384,1,0.0,1,1,1,1,1
382,1,0.0,1,1,1,1,1
381,1,0.0,1,1,1,1,1
380,1,0.0,1,1,1,1,1
378,1,0.0,1,1,1,1,1
377,1,0.0,1,1,1,1,1
863,1,0.0,1,1,1,1,1
375,1,0.0,1,1,1,1,1
884,1,0.0,1,1,1,1,1
882,1,0.0,1,1,1,1,1
839,1,0.0,1,1,1,1,1
838,1,0.0,1,1,1,1,1
867,1,0.0,1,1,1,1,1
866,1,0.0,1,1,1,1,1
865,1,0.0,1,1,1,1,1
864,1,0.0,1,1,1,1,1
376,1,0.0,1,1,1,1,1
974,1,0.0,1,1,1,1,1
973,1,0.0,1,1,1,1,1
971,1,0.0,1,1,1,1,1
968,1,0.0,1,1,1,1,1
997,1,0.0,1,1,1,1,1
996,1,0.0,1,1,1,1,1
994,1,0.0,1,1,1,1,1
958,1,0.0,1,1,1,1,1
362,1,0.0,1,1,1,1,1
955,1,0.0,1,1,1,1,1
324,1,0.0,1,1,1,1,1
320,1,0.0,1,1,1,1,1
353,1,0.0,1,1,1,1,1
352,1,0.0,1,1,1,1,1
351,1,0.0,1,1,1,1,1
350,1,0.0,1,1,1,1,1
349,1,0.0,1,1,1,1,1
956,1,0.0,1,1,1,1,1
999,1,0.0,1,1,1,1,1
992,1,0.0,1,1,1,1,1
990,1,0.0,1,1,1,1,1
987,1,0.0,1,1,1,1,1
985,1,0.0,1,1,1,1,1
984,1,0.0,1,1,1,1,1
983,1,0.0,1,1,1,1,1
1014,1,0.0,1,1,1,1,1
978,1,0.0,1,1,1,1,1
1011,1,0.0,1,1,1,1,1
1010,1,0.0,1,1,1,1,1
1009,1,0.0,1,1,1,1,1
1006,1,0.0,1,1,1,1,1
1005,1,0.0,1,1,1,1,1
952,1,0.0,1,1,1,1,1
951,1,0.0,1,1,1,1,1
982,1,0.0,1,1,1,1,1
979,1,0.0,1,1,1,1,1
1013,1,0.0,1,1,1,1,1
931,1,0.0,1,1,1,1,1
928,1,0.0,1,1,1,1,1
927,1,0.0,1,1,1,1,1
925,1,0.0,1,1,1,1,1
924,1,0.0,1,1,1,1,1
921,1,0.0,1,1,1,1,1
920,1,0.0,1,1,1,1,1
919,1,0.0,1,1,1,1,1
348,1,0.0,1,1,1,1,1
948,1,0.0,1,1,1,1,1
946,1,0.0,1,1,1,1,1
908,1,0.0,1,1,1,1,1
337,1,0.0,1,1,1,1,1
370,1,0.0,1,1,1,1,1
369,1,0.0,1,1,1,1,1
364,1,0.0,1,1,1,1,1
363,1,0.0,1,1,1,1,1
949,1,0.0,1,1,1,1,1
346,1,0.0,1,1,1,1,1
342,1,0.0,1,1,1,1,1
945,1,0.0,1,1,1,1,1
944,1,0.0,1,1,1,1,1
943,1,0.0,1,1,1,1,1
941,1,0.0,1,1,1,1,1
940,1,0.0,1,1,1,1,1
939,1,0.0,1,1,1,1,1
932,1,0.0,1,1,1,1,1
937,1,0.0,1,1,1,1,1
935,1,0.0,1,1,1,1,1
966,1,0.0,1,1,1,1,1
964,1,0.0,1,1,1,1,1
963,1,0.0,1,1,1,1,1
962,1,0.0,1,1,1,1,1
960,1,0.0,1,1,1,1,1
959,1,0.0,1,1,1,1,1
934,1,0.0,1,1,1,1,1
938,1,0.0,1,1,1,1,1
