variant,mae,rmse,n
oracle_generator_and_location,0.01839359413858126,0.02963208677466114,1044388
deoracled_generator_selection,0.019186025388994686,0.03114478840217227,1044792
deoracled_generator_screening_min,0.020637829176042843,0.03430717320582118,1044792
