metric,coverage,quantity,point_estimate,ci_low,ci_high,n_bootstrap
location_weight_mass,,nAURC(MAE),0.9352597936416819,0.9270531708529484,0.9439697841835276,200
location_weight_mass,1.0,mae,0.04376565858326776,0.042636013729027485,0.04497687673750584,200
location_weight_mass,1.0,rmse,0.10466437672205937,0.10216739374572406,0.10750846141453733,200
location_weight_mass,0.95,mae,0.04156207715832017,0.04043682370845129,0.042787031512221296,200
location_weight_mass,0.95,rmse,0.10057342870140751,0.09769969194847895,0.10325249442092031,200
location_weight_mass,0.9,mae,0.04133791063378018,0.04022199287272136,0.04244685080289208,200
location_weight_mass,0.9,rmse,0.10022852357648254,0.09742544275504894,0.1030174545149814,200
location_weight_mass,0.8,mae,0.040722209381658506,0.039548818142811734,0.04182671252810507,200
location_weight_mass,0.8,rmse,0.10029394800719946,0.09778997958602732,0.10317908787448657,200
location_weight_mass,0.7,mae,0.03915322359546911,0.0380362067080975,0.04028153649385638,200
location_weight_mass,0.7,rmse,0.09761581311208582,0.09497622218571314,0.10075460637302155,200
location_weight_mass,0.5,mae,0.042532183815661394,0.04116003923529567,0.043679038688546806,200
location_weight_mass,0.5,rmse,0.10511126503485958,0.10171629791316084,0.10913163915591033,200
n_eff,,nAURC(MAE),0.9346438877109785,0.9270139877361303,0.948209532601602,200
n_eff,1.0,mae,0.04376565858326776,0.042636013729027485,0.04497687673750583,200
n_eff,1.0,rmse,0.10466437672205937,0.10216739374572405,0.10750846141453735,200
n_eff,0.95,mae,0.043159213993068074,0.042008337804204744,0.044400237255293754,200
n_eff,0.95,rmse,0.10369105284701696,0.10096751142055119,0.10638670045756893,200
n_eff,0.9,mae,0.042493684476753515,0.041249777414631913,0.04378184504303573,200
n_eff,0.9,rmse,0.10260391297442432,0.09980153609893914,0.10556517661048034,200
n_eff,0.8,mae,0.040913896022739135,0.039553726049570276,0.04218008062003815,200
n_eff,0.8,rmse,0.0999508575358157,0.09697484431563358,0.10302597842590844,200
n_eff,0.7,mae,0.03984937364863533,0.03850296363430547,0.041064120362043814,200
n_eff,0.7,rmse,0.09830632123308046,0.09538350700101374,0.10131706257424986,200
n_eff,0.5,mae,0.03985814076945569,0.038474140235765744,0.04114435384364098,200
n_eff,0.5,rmse,0.09823973065751739,0.09466141501857422,0.10181254009120162,200
n_eff_fraction,,nAURC(MAE),1.08087204872737,1.0693630766702762,1.090747887239269,200
n_eff_fraction,1.0,mae,0.04376565858326776,0.042636013729027485,0.04497687673750583,200
n_eff_fraction,1.0,rmse,0.10466437672205937,0.10216739374572405,0.10750846141453735,200
n_eff_fraction,0.95,mae,0.04446543637784789,0.04335237758417472,0.04574877064213932,200
n_eff_fraction,0.95,rmse,0.10597363911163388,0.10327442556151548,0.10894247080122536,200
n_eff_fraction,0.9,mae,0.04507099472856847,0.04391478809247843,0.04635682268488653,200
n_eff_fraction,0.9,rmse,0.10707154339322215,0.10422488227505411,0.1102960251032935,200
n_eff_fraction,0.8,mae,0.046235553366283426,0.04490985342798244,0.047574482704113054,200
n_eff_fraction,0.8,rmse,0.10909797993261947,0.10622794274715618,0.11240703975277681,200
n_eff_fraction,0.7,mae,0.0476673188631094,0.0462797175667383,0.04927017813386635,200
n_eff_fraction,0.7,rmse,0.11109072838599456,0.10820150355611703,0.11454601757826895,200
n_eff_fraction,0.5,mae,0.05161268386366544,0.04987673370384009,0.05330026064926243,200
n_eff_fraction,0.5,rmse,0.11712420798932194,0.11333214587921028,0.12080642065800665,200
n_neighbors,,nAURC(MAE),0.9115023334290335,0.8999930050768697,0.923773226268672,200
n_neighbors,1.0,mae,0.04376565858326776,0.042636013729027485,0.04497687673750583,200
n_neighbors,1.0,rmse,0.10466437672205937,0.10216739374572405,0.10750846141453735,200
n_neighbors,0.95,mae,0.04308888901350413,0.04195046480519154,0.04424918542333817,200
n_neighbors,0.95,rmse,0.10355840420848768,0.10088995169397519,0.1065071157100077,200
n_neighbors,0.9,mae,0.042315228578628156,0.0411545577039954,0.04353925093790582,200
n_neighbors,0.9,rmse,0.10225231450467664,0.09957134992085678,0.10514788103698504,200
n_neighbors,0.8,mae,0.04050866321658045,0.039259264647313274,0.04187604768736029,200
n_neighbors,0.8,rmse,0.09919372414346325,0.09617762873225214,0.10235095695052747,200
n_neighbors,0.7,mae,0.03905911412040317,0.037748563156482444,0.04028498535752405,200
n_neighbors,0.7,rmse,0.0965554558604962,0.09346639051846761,0.09982776476612551,200
n_neighbors,0.5,mae,0.03622421586250475,0.03468934296461468,0.03752233348489062,200
n_neighbors,0.5,rmse,0.0907535849713219,0.08692748998161759,0.09427119525471168,200
n_unique_states,,nAURC(MAE),0.9039142409822063,0.8917035718742227,0.9176160509598399,200
n_unique_states,1.0,mae,0.04376565858326777,0.0426360137290275,0.04497687673750583,200
n_unique_states,1.0,rmse,0.10466437672205937,0.10216739374572405,0.10750846141453733,200
n_unique_states,0.95,mae,0.04307171176899071,0.04195346055150275,0.04423601572991229,200
n_unique_states,0.95,rmse,0.10345063336820236,0.10086390139655342,0.10648494639355113,200
n_unique_states,0.9,mae,0.04231390274869289,0.04112497241559659,0.04346297157753112,200
n_unique_states,0.9,rmse,0.10209254357846312,0.09947214846122009,0.10528666716648076,200
n_unique_states,0.8,mae,0.040491724415495936,0.039250001219553195,0.04153773217807428,200
n_unique_states,0.8,rmse,0.09877769460194791,0.09566394682523754,0.10173434703054367,200
n_unique_states,0.7,mae,0.03830993978184203,0.036995969222558114,0.039563859819470165,200
n_unique_states,0.7,rmse,0.09465651489461806,0.09143902285895407,0.09767614623519925,200
n_unique_states,0.5,mae,0.03585454759547387,0.034487019608643005,0.03706348392668318,200
n_unique_states,0.5,rmse,0.09024093601510724,0.08670610779197331,0.09371382306543817,200
neighborhood_compactness,,nAURC(MAE),0.9609168443190368,0.9526559889096191,0.9735149498998428,200
neighborhood_compactness,1.0,mae,0.039993216238558435,0.03872742400252805,0.04114953861845423,200
neighborhood_compactness,1.0,rmse,0.0983155295218134,0.09546303950691414,0.10156200640442169,200
neighborhood_compactness,0.95,mae,0.03935586656280952,0.03814639074930906,0.04070027867065603,200
neighborhood_compactness,0.95,rmse,0.09723433906725207,0.09439215623461321,0.10072301601699013,200
neighborhood_compactness,0.9,mae,0.038724617085953435,0.03748109801804139,0.04000708748526483,200
neighborhood_compactness,0.9,rmse,0.09601070038178389,0.09323647179923263,0.09928144492328629,200
neighborhood_compactness,0.8,mae,0.03800485519605454,0.03682219912036184,0.03918056733768286,200
neighborhood_compactness,0.8,rmse,0.09514116339316354,0.09225782654990929,0.09836474418403961,200
neighborhood_compactness,0.7,mae,0.03767518118244291,0.03644430106939132,0.0390037966567655,200
neighborhood_compactness,0.7,rmse,0.09478954213479174,0.09146019384074709,0.09799461400370299,200
