crit_gen,n,metric,naurc
ALL (aggregate),195212,location_weight_mass,0.9352597936416819
ALL (aggregate),195212,n_eff,0.9346438877109785
ALL (aggregate),195212,n_eff_fraction,1.08087204872737
ALL (aggregate),195212,n_neighbors,0.9115023334290335
ALL (aggregate),195212,n_unique_states,0.9039142409822063
ALL (aggregate),195212,neighborhood_compactness,0.9609168443190368
ALL (aggregate),195212,cct_weighted_std,0.8456319777788474
ALL (aggregate),195212,cct_distance_correlation_abs,1.143042172642881
ALL (aggregate),195212,distance_min,0.7911157519794839
ALL (aggregate),195212,distance_mean,0.869781492899025
ALL (aggregate),195212,distance_median,0.8730063994393565
ALL (aggregate),195212,distance_spread,1.0880994421714372
ALL (aggregate),195212,distance_norm,0.8726112814232742
28w-g-0000000009,14678,location_weight_mass,0.918010824535433
28w-g-0000000009,14678,n_eff,0.8692382278354511
28w-g-0000000009,14678,n_eff_fraction,1.0110863641789336
28w-g-0000000009,14678,n_neighbors,0.90733137540047
28w-g-0000000009,14678,n_unique_states,0.9450254802673439
28w-g-0000000009,14678,neighborhood_compactness,0.9007878705096254
28w-g-0000000009,14678,cct_weighted_std,0.8880601817345697
28w-g-0000000009,14678,cct_distance_correlation_abs,1.068481397401325
28w-g-0000000009,14678,distance_min,0.6806712692631899
28w-g-0000000009,14678,distance_mean,0.7422532886930902
28w-g-0000000009,14678,distance_median,0.7469528564654404
28w-g-0000000009,14678,distance_spread,1.0841836842115262
28w-g-0000000009,14678,distance_norm,0.8780744740524884
28w-g-000000041w,12843,location_weight_mass,0.9690487164019971
28w-g-000000041w,12843,n_eff,0.9482716231963585
28w-g-000000041w,12843,n_eff_fraction,1.0279864394032217
28w-g-000000041w,12843,n_neighbors,0.9558217561114692
28w-g-000000041w,12843,n_unique_states,0.9560123341062265
28w-g-000000041w,12843,neighborhood_compactness,0.9856155990372427
28w-g-000000041w,12843,cct_weighted_std,0.8918444158834807
28w-g-000000041w,12843,cct_distance_correlation_abs,1.1155460374684842
28w-g-000000041w,12843,distance_min,0.9085894029583897
28w-g-000000041w,12843,distance_mean,0.9390758754889349
